"Product","Status","5K Pricing","CPU Speed (MIPS)","Program Memory (KB)","Auxiliary Flash (KB)","RAM (Bytes)","EEPROM (Bytes)","I/O Pins","Pin count","Hardware RTCC","DMA Channels","nanoWatt XLP","Vbat","Comparators","ADC Modules","Total ADC Channels","ADC Mode-1 (bits)","ADC Mode-1 (ksps)","ADC Mode-2 (bits)","ADC Mode-2 (ksps)","Hardware Cap Voltage Divider (CVD)","DAC Modules","DAC Outputs","DAC bits","OpAmps","CTMU","UART","SPI","I2C","I2S","CLC","PTG","PPS","# USB Modules","# of CAN Modules","LIN","IrDA","Input Capture","Max. PWM Outputs","PWM Time Bases","PWM Resolution (bits)","PWM Resolution (ns)","Quadrature Encoder Interface (QEI)","Segment LCD","Graphics Controller","HW Encryption","Parallel Port","Max 8bit Timers","Max 16bit Timers","Max 32bit Timers","Temperature Min","Temperature Max","Operation Voltage Min","Operation Voltage Max","Packages"
"PIC24EP256GP206","In Production ","$2.65","70","256","0","32768","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"PIC24EP256MC202","In Production ","$2.20","70","256","0","32768","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24EP256MC204","In Production ","$2.44","70","256","0","32768","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"PIC24EP256MC206","In Production ","$2.66","70","256","0","32768","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"PIC24EP32GP202","In Production ","$1.37","70","32","0","4096","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24EP32GP203","In Production ","$1.47","70","32","0","4096","0","25","36","No","4","No","False","4","1","8","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","36/VTLA"
"PIC24EP32GP204","In Production ","$1.61","70","32","0","4096","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"PIC24EP32MC202","In Production ","$1.37","70","32","0","4096","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24EP32MC203","In Production ","$1.47","70","32","0","4096","0","25","36","No","4","No","False","4","1","8","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","36/VTLA"
"PIC24EP32MC204","In Production ","$1.61","70","32","0","4096","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"PIC24EP512GP202","In Production ","$2.73","70","512","0","49152","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"PIC24EP512GP204","In Production ","$2.94","70","512","0","49152","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"PIC24EP512GP206","In Production ","$3.15","70","512","0","49152","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"PIC24EP512MC202","In Production ","$2.73","70","512","0","49152","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"PIC24EP512MC204","In Production ","$2.94","70","512","0","49152","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"PIC24EP512MC206","In Production ","$3.15","70","512","0","49152","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"PIC24EP64GP202","In Production ","$1.65","70","64","0","8192","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24EP64GP203","In Production ","$1.75","70","64","0","8192","0","25","36","No","4","No","False","4","1","8","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","36/VTLA"
"PIC24EP64GP204","In Production ","$1.89","70","64","0","8192","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"PIC24EP64GP206","In Production ","$2.10","70","64","0","8192","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"PIC24EP64MC202","In Production ","$1.65","70","64","0","8192","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24EP64MC203","In Production ","$1.75","70","64","0","8192","0","25","36","No","4","No","False","4","1","8","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","36/VTLA"
"PIC24EP64MC204","In Production ","$1.89","70","64","0","8192","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"PIC24EP64MC206","In Production ","$2.10","70","64","0","8192","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"PIC24FJ128DA106","In Production ","$4.34","16","128","0","24576","0","52","64","No","2","No","False","3","1","16","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","Yes","No","EPMP","0","23","11","-40","85","2.2","3.6","64/QFN 64/TQFP"
"PIC24FJ128DA110","In Production ","$4.83","16","128","0","24576","0","84","100","No","2","No","False","3","1","24","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","Yes","No","EPMP","0","23","11","-40","85","2.2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ128DA206","In Production ","$4.76","16","128","0","98304","0","52","64","No","0","No","False","3","1","16","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","Yes","No","EPMP","0","5","11","-40","85","2.2","3.6","64/QFN 64/TQFP"
"PIC24FJ128DA210","In Production ","$5.25","16","128","0","98304","0","84","100","No","2","No","False","3","1","24","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","Yes","No","EPMP","0","23","11","-40","85","2.2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ128GA202","In Production ","$2.53","16","128","0","8192","0","20","28","Yes","6","Yes","True","3","1","9","12","200","10","500","False","0","0","0","0","Yes","4","3","2","3","0","False","Yes","0","0","No","No","6","6","1","16","62","0","0","No","Yes","No","0","5","2","-40","85","2","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24FJ128GA204","In Production ","$2.73","16","128","0","8192","0","34","44","Yes","6","Yes","True","3","1","12","12","200","10","500","False","0","0","0","0","Yes","4","3","2","3","0","False","Yes","0","0","No","No","6","6","1","16","62","0","0","No","Yes","EPMP","0","5","2","-40","85","2","3.6","44/QFN 44/TQFP"
"PIC24FJ128GA306","In Production ","$2.45","16","128","0","8192","0","53","64","Yes","8","Yes","True","3","1","16","12","200","10","500","False","0","0","0","0","Yes","4","2","2","0","0","False","Yes","0","0","Yes","Yes","7","7","7","16","15","0","240","No","No","EPMP","0","19","9","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ128GA308","In Production ","$2.73","16","128","0","8192","0","69","80","Yes","6","Yes","True","3","1","16","12","200","10","500","False","0","0","0","0","Yes","4","2","2","0","0","False","Yes","0","0","Yes","Yes","7","7","7","16","15","0","368","No","No","EPMP","0","19","9","-40","85","2","3.6","80/TQFP"
"PIC24FJ128GA310","In Production ","$2.87","16","128","0","8192","0","85","100","Yes","6","Yes","True","3","1","24","12","200","10","500","False","0","0","0","0","Yes","4","2","2","0","0","False","Yes","0","0","Yes","Yes","7","7","7","16","15","0","480","No","No","EPMP","0","19","9","-40","85","2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ128GB202","In Production ","$2.67","16","128","0","8192","0","20","28","Yes","6","Yes","True","3","1","9","12","200","10","500","False","0","0","0","0","Yes","4","3","2","3","0","False","Yes","1","0","No","No","6","6","1","16","62","0","0","No","Yes","No","0","5","2","-40","85","2","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24FJ128GB204","In Production ","$2.87","16","128","0","8192","0","34","44","Yes","6","Yes","True","3","1","12","12","200","10","500","False","0","0","0","0","Yes","4","3","2","3","0","False","Yes","1","0","No","No","6","6","1","16","62","0","0","No","Yes","EPMP","0","5","2","-40","85","2","3.6","44/QFN 44/TQFP"
"PIC24FJ128GB206","In Production ","$4.30","16","128","0","98304","0","52","64","No","0","No","False","3","1","16","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","No","No","EPMP","0","23","11","-40","85","2.2","3.6","64/QFN 64/TQFP"
"PIC24FJ128GB210","In Production ","$4.79","16","128","0","98304","0","84","100","No","0","No","False","3","1","24","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","No","No","EPMP","0","23","11","-40","85","2.2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ128GC006","In Production ","$3.50","16","128","0","8192","0","48","64","Yes","6","Yes","True","3","2","2","16","1","12","10000","False","2","2","10","2","Yes","4","2","2","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","196","No","No","EPMP","0","14","4","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ128GC010","In Production ","$3.85","16","128","0","8192","0","80","100","Yes","6","Yes","True","3","2","2","16","1","12","10000","False","2","2","10","2","Yes","4","2","2","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","472","No","No","EPMP","0","14","4","-40","85","2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ256DA106","In Production ","$4.69","16","256","0","24576","0","52","64","No","2","No","False","3","1","16","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","Yes","No","EPMP","0","23","11","-40","85","2.2","3.6","64/QFN 64/TQFP"
"PIC24FJ256DA110","In Production ","$5.18","16","256","0","24576","0","84","100","No","2","No","False","3","1","24","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","Yes","No","EPMP","0","23","11","-40","85","2.2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ256DA206","In Production ","$5.11","16","256","0","98304","0","52","64","No","2","No","False","3","1","16","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","Yes","No","EPMP","0","23","11","-40","85","2.2","3.6","64/QFN 64/TQFP"
"PIC24FJ256DA210","In Production ","$5.60","16","256","0","98304","0","84","100","No","2","No","False","3","1","24","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","Yes","No","EPMP","0","23","11","-40","85","2.2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ256GB206","In Production ","$4.65","16","256","0","98304","0","52","64","No","0","No","False","3","1","16","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","No","No","EPMP","0","23","11","-40","85","2.2","3.6","64/QFN 64/TQFP"
"PIC24FJ256GB210","In Production ","$5.14","16","256","0","98304","0","84","100","No","0","No","False","3","1","24","10","500","0","0","False","0","0","0","0","Yes","4","3","3","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","0","No","No","EPMP","0","23","11","-40","85","2.2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ32GA102","In Production ","$1.99","16","32","0","8192","0","21","28","No","0","Yes","False","3","1","10","10","500","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","Yes","0","0","Yes","Yes","5","5","5","16","15","0","0","No","No","PMP","0","15","7","-40","125","2","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24FJ32GA104","In Production ","$2.23","16","32","0","8192","0","35","44","No","0","Yes","False","3","1","13","10","500","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","Yes","0","0","Yes","Yes","5","5","5","16","15","0","0","No","No","PMP","0","15","7","-40","125","2","3.6","44/QFN 44/TQFP"
"PIC24FJ32GB002","In Production ","$2.20","16","32","0","8192","0","21","28","No","0","Yes","False","3","1","9","10","500","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","Yes","1","0","Yes","Yes","5","5","5","16","15","0","0","No","No","PMP","0","15","7","-40","125","2","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24FJ32GB004","In Production ","$2.44","16","32","0","8192","0","35","44","No","0","Yes","False","3","1","13","10","500","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","Yes","1","0","Yes","Yes","5","5","5","16","15","0","0","No","No","PMP","0","15","7","-40","125","2","3.6","44/QFN 44/TQFP"
"PIC24FJ64GA102","In Production ","$2.27","16","64","0","8192","0","21","28","No","0","Yes","False","3","1","10","10","500","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","Yes","0","0","Yes","Yes","5","5","5","16","15","0","0","No","No","PMP","0","15","7","-40","125","2","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24FJ64GA104","In Production ","$2.51","16","64","0","8192","0","35","44","No","0","Yes","False","3","1","13","10","500","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","Yes","0","0","Yes","Yes","5","5","5","16","15","0","0","No","No","PMP","0","15","7","-40","125","2","3.6","44/CSP 44/QFN 44/TQFP 128/LQFP"
"PIC24FJ64GA202","In Production ","$2.39","16","64","0","8192","0","20","28","Yes","6","Yes","True","3","1","9","12","200","10","500","False","0","0","0","0","Yes","4","3","2","3","0","False","Yes","0","0","No","No","6","6","1","16","62","0","0","No","Yes","No","0","5","2","-40","85","2","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24FJ64GA204","In Production ","$2.59","16","64","0","8192","0","34","44","Yes","6","Yes","True","3","1","12","12","200","10","500","False","0","0","0","0","Yes","4","3","2","3","0","False","Yes","0","0","No","No","6","6","1","16","62","0","0","No","Yes","EPMP","0","5","2","-40","85","2","3.6","44/QFN 44/TQFP"
"PIC24FJ64GA306","In Production ","$2.31","16","64","0","8192","0","53","64","Yes","6","Yes","True","3","1","16","12","200","10","500","False","0","0","0","0","Yes","4","2","2","0","0","False","Yes","0","0","Yes","Yes","7","7","7","16","15","0","240","No","No","EPMP","0","19","9","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ64GA308","In Production ","$2.59","16","64","0","8192","0","69","80","Yes","6","Yes","True","3","1","16","12","200","10","500","False","0","0","0","0","Yes","4","2","2","0","0","False","Yes","0","0","Yes","Yes","7","7","7","16","15","0","368","No","No","EPMP","0","19","9","-40","85","2","3.6","80/TQFP"
"PIC24FJ64GA310","In Production ","$2.73","16","64","0","8192","0","85","100","Yes","6","Yes","True","3","1","24","12","200","10","500","False","0","0","0","0","Yes","4","2","2","0","0","False","Yes","0","0","Yes","Yes","7","7","7","16","15","0","480","No","No","EPMP","0","19","9","-40","85","2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ64GB002","In Production ","$2.48","16","64","0","8192","0","21","28","No","0","Yes","False","3","1","9","10","500","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","Yes","1","0","Yes","Yes","5","5","5","16","15","0","0","No","No","PMP","0","15","7","-40","125","2","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24FJ64GB004","In Production ","$2.72","16","64","0","8192","0","35","44","No","0","Yes","False","3","1","13","10","500","0","0","False","0","0","0","0","Yes","2","2","2","0","0","False","Yes","1","0","Yes","Yes","5","5","5","16","15","0","0","No","No","PMP","0","15","7","-40","125","2","3.6","44/CSP 44/QFN 44/TQFP"
"PIC24FJ64GB202","In Production ","$2.53","16","64","0","8192","0","20","28","Yes","6","Yes","True","3","1","9","12","200","10","500","False","0","0","0","0","Yes","4","3","2","3","0","False","Yes","1","0","No","No","6","6","1","16","62","0","0","No","Yes","No","0","5","2","-40","85","2","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24FJ64GB204","In Production ","$2.73","16","64","0","8192","0","34","44","Yes","6","Yes","True","3","1","12","12","200","10","500","False","0","0","0","0","Yes","4","3","2","3","0","False","Yes","1","0","No","No","6","6","1","16","62","0","0","No","Yes","EPMP","0","5","2","-40","85","2","3.6","44/QFN 44/TQFP"
"PIC24FJ64GC006","In Production ","$3.36","16","64","0","8192","0","48","64","Yes","6","Yes","True","3","2","2","16","1","12","10000","False","2","2","10","2","Yes","4","2","2","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","196","No","No","EPMP","0","14","4","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ64GC010","In Production ","$3.71","16","64","0","8192","0","80","100","Yes","6","Yes","True","3","2","2","16","1","12","10000","False","2","2","10","2","Yes","4","2","2","0","0","False","Yes","1","0","Yes","Yes","9","9","9","16","15","0","472","No","No","EPMP","0","14","4","-40","85","2","3.6","100/TQFP 121/TFBGA"
"dsPIC33EP256MU806","In Production ","$5.01","70","256","24","28672","0","51","64","No","15","No","False","3","2","24","12","500","10","1100","False","1","0","4","0","No","4","4","2","1","0","False","Yes","1","2","Yes","Yes","16","24","3","16","7","2","0","No","No","PMP","0","9","4","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33EP256MU810","In Production ","$5.49","70","256","24","28672","0","83","100","No","15","No","False","3","2","32","12","500","10","1100","False","1","0","4","0","No","4","4","2","1","0","False","Yes","1","2","Yes","Yes","16","28","3","16","7","2","0","No","No","PMP","0","9","4","-40","125","3","3.6","100/TQFP 121/TFBGA"
"dsPIC33EP256MU814","In Production ","$6.10","70","256","24","28672","0","122","144","No","15","No","False","3","2","32","12","500","10","1100","False","1","0","4","0","No","4","4","2","1","0","False","Yes","1","2","Yes","Yes","16","30","3","16","7","2","0","No","No","PMP","0","9","4","-40","125","3","3.6","144/LQFP 144/TQFP"
"dsPIC33EP512GP806","In Production ","$5.39","70","512","24","53248","0","53","64","No","15","No","False","3","2","24","12","500","10","1100","False","1","0","4","0","No","4","4","2","1","0","False","Yes","0","2","Yes","Yes","16","16","3","16","14","0","0","No","No","PMP","0","9","4","-40","125","3","3.6","64/QFN 64/TQFP 80/CSP"
"dsPIC33EP512MC806","In Production ","$5.39","70","512","24","53248","0","53","64","No","15","No","False","3","2","24","12","500","10","1100","False","1","0","4","0","No","4","4","2","1","0","False","Yes","0","2","Yes","Yes","16","24","3","16","7","2","0","No","No","PMP","0","9","4","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33EP512MU810","In Production ","$6.16","70","512","24","53248","0","83","100","No","15","No","False","3","2","32","12","500","10","1100","False","1","0","4","0","No","4","4","2","1","0","False","Yes","1","2","Yes","Yes","16","28","3","16","7","2","0","No","No","PMP","0","9","4","-40","125","3","3.6","100/TQFP 121/TFBGA"
"dsPIC33EP512MU814","In Production ","$6.78","70","512","24","53248","0","122","144","No","15","No","False","3","2","32","12","500","10","1100","False","1","0","4","0","No","4","4","2","1","0","False","Yes","1","2","Yes","Yes","16","30","3","16","7","2","0","No","No","PMP","0","9","4","-40","125","3","3.6","144/LQFP 144/TQFP"
"PIC24EP256GU810","In Production ","$5.49","70","256","24","28672","0","83","100","No","15","No","False","3","2","32","12","500","10","1100","False","1","0","4","0","No","4","4","2","1","0","False","Yes","1","2","Yes","Yes","16","16","3","16","14","0","0","No","No","PMP","0","9","4","-40","125","3","3.6","100/TQFP 121/TFBGA"
"PIC24EP256GU814","In Production ","$6.10","70","256","24","28672","0","122","144","No","15","No","False","3","2","32","12","500","10","1100","False","1","0","4","0","No","4","4","2","1","0","False","Yes","1","2","Yes","Yes","16","16","3","16","14","0","0","No","No","PMP","0","9","4","-40","125","3","3.6","144/LQFP 144/TQFP"
"PIC24EP512GP806","In Production ","$5.39","70","512","24","53248","0","53","64","No","15","No","False","3","2","24","12","500","10","1100","False","1","0","4","0","No","4","4","2","1","0","False","Yes","0","2","Yes","Yes","16","16","3","16","14","0","0","No","No","PMP","0","9","4","-40","125","3","3.6","64/QFN 64/TQFP"
"PIC24EP512GU810","In Production ","$6.16","70","512","24","53248","0","83","100","No","15","No","False","3","2","32","12","500","10","1100","False","1","0","4","0","No","4","4","2","1","0","False","Yes","1","2","Yes","Yes","16","16","3","16","14","0","0","No","No","PMP","0","9","4","-40","125","3","3.6","100/TQFP 121/TFBGA"
"PIC24EP512GU814","In Production ","$6.78","70","512","24","53248","0","122","144","No","15","No","False","3","2","32","12","500","10","1100","False","1","0","4","0","No","4","4","2","1","0","False","Yes","1","2","Yes","Yes","16","16","3","16","14","0","0","No","No","PMP","0","9","4","-40","125","3","3.6","144/LQFP 144/TQFP"
"dsPIC33EP16GS202","Samples Available ","$1.99","70","16","0","2048","0","21","28","No","0","No","False","2","2","12","12","3250","0","0","False","2","0","12","0","No","1","1","1","0","0","False","Yes","0","0","No","No","1","6","3","16","1","0","0","No","No","No","0","3","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SSOP 208mil 28/UQFN"
"dsPIC33EP16GS502","In Production ","$2.58","70","16","0","2048","0","21","28","No","0","No","False","4","5","12","12","3250","14","200","False","4","1","12","0","No","2","2","2","0","0","False","Yes","0","0","No","No","4","10","5","16","1","0","0","No","No","No","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/UQFN"
"dsPIC33EP16GS504","In Production ","$2.77","70","16","0","2048","0","35","44","No","0","No","False","4","5","19","12","3250","14","200","False","4","1","12","0","No","2","2","2","0","0","False","Yes","0","0","No","No","4","10","5","16","1","0","0","No","No","No","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33EP16GS505","Samples Available ","$2.70","70","16","0","4096","0","35","48","No","0","No","False","4","5","19","12","3250","14","200","False","4","1","12","0","No","2","2","2","0","0","False","Yes","0","0","No","No","4","10","5","16","1","0","0","No","No","No","0","5","2","-40","125","3","3.6","48/TQFP"
"dsPIC33EP16GS506","In Production ","$2.97","70","16","0","2048","0","53","64","No","0","No","False","4","5","22","12","3250","14","200","False","4","2","12","0","No","2","2","2","0","0","False","Yes","0","0","No","No","4","10","5","16","1","0","0","No","No","No","0","5","2","-40","125","3","3.6","64/TQFP"
"dsPIC33EP32GS202","In Production ","$2.31","70","32","0","2048","0","21","28","No","0","No","False","2","3","12","12","3250","0","0","False","2","0","12","0","No","1","1","1","0","0","False","Yes","0","0","No","No","1","6","3","16","1","0","0","No","No","No","0","3","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SSOP 208mil 28/UQFN"
"dsPIC33EP32GS502","In Production ","$3.07","70","32","0","4096","0","21","28","No","0","No","False","4","5","12","12","3250","14","200","False","4","1","12","0","No","2","2","2","0","0","False","Yes","0","0","No","No","4","10","5","16","1","0","0","No","No","No","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/UQFN"
"dsPIC33EP32GS504","In Production ","$3.23","70","32","0","4096","0","35","44","No","0","No","False","4","5","19","12","3250","14","200","False","4","1","12","0","No","2","2","2","0","0","False","Yes","0","0","No","No","4","10","5","16","1","0","0","No","No","No","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33EP32GS505","Samples Available ","$3.15","70","32","0","4096","0","35","48","No","0","No","False","4","5","19","12","3250","14","200","False","4","1","12","0","No","2","2","2","0","0","False","Yes","0","0","No","No","4","10","5","16","1","0","0","No","No","No","0","5","2","-40","125","3","3.6","48/TQFP"
