"Product","Status","5K Pricing","CPU Speed (MIPS)","Program Memory (KB)","Auxiliary Flash (KB)","RAM (Bytes)","EEPROM (Bytes)","I/O Pins","Pin count","Hardware RTCC","DMA Channels","nanoWatt XLP","Vbat","Comparators","ADC Modules","Total ADC Channels","ADC Mode-1 (bits)","ADC Mode-1 (ksps)","ADC Mode-2 (bits)","ADC Mode-2 (ksps)","Hardware Cap Voltage Divider (CVD)","DAC Modules","DAC Outputs","DAC bits","OpAmps","CTMU","UART","SPI","I2C","I2S","CLC","PTG","PPS","# USB Modules","# of CAN Modules","LIN","IrDA","Input Capture","Max. PWM Outputs","PWM Time Bases","PWM Resolution (bits)","PWM Resolution (ns)","Quadrature Encoder Interface (QEI)","Segment LCD","Graphics Controller","HW Encryption","Parallel Port","Max 8bit Timers","Max 16bit Timers","Max 32bit Timers","Temperature Min","Temperature Max","Operation Voltage Min","Operation Voltage Max","Packages"
"dsPIC30F1010","In Production ","$2.82","30","6","0","256","0","21","28","No","0","No","False","2","1","6","10","2000","0","0","False","0","0","10","0","No","1","1","1","0","0","False","No","0","0","Yes","Yes","0","5","3","16","2","0","0","No","No","GPIO","0","2","0","-40","125","3","5.5","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC30F2010","In Production ","$2.43","30","12","0","512","1024","20","28","No","0","No","False","0","1","6","10","1000","0","0","False","0","0","0","0","No","1","1","1","0","0","False","No","0","0","No","No","4","8","2","16","33","1","0","No","No","GPIO","0","3","1","-40","125","2.5","5.5","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC30F2011","In Production ","$2.23","30","12","0","1024","0","12","18","No","0","No","False","0","1","8","12","200","0","0","False","0","0","0","0","No","1","1","1","0","0","False","No","0","0","No","No","2","2","1","16","33","0","0","No","No","GPIO","0","3","1","-40","125","2.5","5.5","18/PDIP 18/SOIC 300mil 28/QFN"
"dsPIC30F2012","In Production ","$2.32","30","12","0","1024","0","20","28","No","0","No","False","0","1","10","12","200","0","0","False","0","0","0","0","No","1","1","1","0","0","False","No","0","0","No","No","2","2","1","16","33","0","0","No","No","GPIO","0","3","1","-40","125","2.5","5.5","28/QFN 28/SOIC 300mil 28/SPDIP"
"dsPIC30F2020","In Production ","$3.62","30","12","0","512","0","21","28","No","0","No","False","4","1","8","10","2000","0","0","False","0","0","10","0","No","1","1","1","0","0","False","No","0","0","Yes","Yes","0","10","5","16","2","0","0","No","No","GPIO","0","3","1","-40","125","3","5.5","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC30F2023","In Production ","$4.02","30","12","0","512","0","35","44","No","0","No","False","4","1","12","10","2000","0","0","False","0","0","10","0","No","1","1","1","0","0","False","No","0","0","Yes","Yes","0","10","5","16","2","0","0","No","No","GPIO","0","3","1","-40","125","3","5.5","44/QFN 44/TQFP"
"dsPIC30F3010","In Production ","$3.02","30","24","0","1024","1024","20","28","No","0","No","False","0","1","6","10","1000","0","0","False","0","0","0","0","No","1","1","1","0","0","False","No","0","0","No","No","4","8","2","16","33","1","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","28/SOIC 300mil 28/SPDIP 44/QFN"
"dsPIC30F3011","In Production ","$3.32","30","24","0","1024","1024","30","40","No","0","No","False","0","1","9","10","1000","0","0","False","0","0","0","0","No","2","1","1","0","0","False","No","0","0","No","No","4","10","2","16","33","1","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","40/PDIP 44/QFN 44/TQFP"
"dsPIC30F3012","In Production ","$2.68","30","24","0","2048","1024","12","18","No","0","No","False","0","1","8","12","200","0","0","False","0","0","0","0","No","1","1","1","0","0","False","No","0","0","No","No","2","2","1","16","33","0","0","No","No","GPIO","0","3","1","-40","125","2.5","5.5","18/PDIP 18/SOIC 300mil 44/QFN"
"dsPIC30F3013","In Production ","$2.77","30","24","0","2048","1024","20","28","No","0","No","False","0","1","10","12","200","0","0","False","0","0","0","0","No","2","1","1","0","0","False","No","0","0","No","No","2","2","1","16","33","0","0","No","No","GPIO","0","3","1","-40","125","2.5","5.5","28/SOIC 300mil 28/SPDIP 44/QFN"
"dsPIC30F3014","In Production ","$3.24","30","24","0","2048","1024","30","40","No","0","No","False","0","1","13","12","200","0","0","False","0","0","0","0","No","2","1","1","0","0","False","No","0","0","No","No","2","2","1","16","33","0","0","No","No","GPIO","0","3","1","-40","125","2.5","5.5","40/PDIP 44/QFN 44/TQFP"
"dsPIC30F4011","In Production ","$4.02","30","48","0","2048","1024","30","40","No","0","No","False","0","1","9","10","1000","0","0","False","0","0","0","0","No","2","1","1","0","0","False","No","0","1","No","No","4","10","2","16","33","1","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","40/PDIP 44/QFN 44/TQFP"
"dsPIC30F4012","In Production ","$3.71","30","48","0","2048","1024","20","28","No","0","No","False","0","1","6","10","1000","0","0","False","0","0","0","0","No","1","1","1","0","0","False","No","0","1","No","No","4","8","2","16","33","1","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","28/SOIC 300mil 28/SPDIP 44/QFN"
"dsPIC30F4013","In Production ","$3.91","30","48","0","2048","1024","30","40","No","0","No","False","0","1","13","12","200","0","0","False","0","0","0","0","No","2","1","1","1","0","False","No","0","1","No","No","4","4","1","16","33","0","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","40/PDIP 44/QFN 44/TQFP"
"dsPIC30F5011","In Production ","$4.96","30","66","0","4096","1024","52","64","No","0","No","False","0","1","16","12","200","0","0","False","0","0","0","0","No","2","2","1","1","0","False","No","0","2","No","No","8","8","1","16","33","0","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","64/TQFP"
"dsPIC30F5013","In Production ","$5.47","30","66","0","4096","1024","68","80","No","0","No","False","0","1","16","12","200","0","0","False","0","0","0","0","No","2","2","1","0","0","False","No","0","2","No","No","8","8","1","16","33","0","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","80/TQFP"
"dsPIC30F5015","In Production ","$5.08","30","66","0","2048","1024","52","64","No","0","No","False","0","1","16","10","1000","0","0","False","0","0","0","0","No","1","2","1","0","0","False","No","0","1","No","No","4","12","2","16","33","1","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","64/TQFP"
"dsPIC30F5016","In Production ","$5.59","30","66","0","2048","1024","68","80","No","0","No","False","0","1","16","10","1000","0","0","False","0","0","0","0","No","1","2","1","0","0","False","No","0","1","No","No","4","12","2","16","33","1","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","80/TQFP"
"dsPIC30F6010A","In Production ","$7.01","30","144","0","8192","4096","68","80","No","0","No","False","0","1","16","10","1000","0","0","False","0","0","0","0","No","2","2","1","0","0","False","No","0","2","No","No","8","16","2","16","33","1","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","80/TQFP"
"dsPIC30F6011A","In Production ","$6.89","30","132","0","6144","2048","52","64","No","0","No","False","0","1","16","12","200","0","0","False","0","0","0","0","No","2","2","1","0","0","False","No","0","2","No","No","8","8","1","16","33","0","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","64/TQFP"
"dsPIC30F6012A","In Production ","$6.96","30","144","0","8192","4096","52","64","No","0","No","False","0","1","16","12","200","0","0","False","0","0","0","0","No","2","2","1","1","0","False","No","0","2","No","No","8","8","1","16","33","0","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","64/TQFP"
"dsPIC30F6013A","In Production ","$7.14","30","132","0","6144","2048","68","80","No","0","No","False","0","1","16","12","200","0","0","False","0","0","0","0","No","2","2","1","0","0","False","No","0","2","No","No","8","8","1","16","33","0","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","80/TQFP"
"dsPIC30F6014A","In Production ","$7.25","30","144","0","8192","4096","68","80","No","0","No","False","0","1","16","12","200","0","0","False","0","0","0","0","No","2","2","1","1","0","False","No","0","2","No","No","8","8","1","16","33","0","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","80/TQFP"
"dsPIC30F6015","In Production ","$7.18","30","144","0","8192","4096","52","64","No","0","No","False","0","1","16","10","1000","0","0","False","0","0","0","0","No","2","2","1","0","0","False","No","0","1","No","No","8","16","2","16","33","1","0","No","No","GPIO","0","5","2","-40","125","2.5","5.5","64/TQFP"
"dsPIC33FJ06GS001","In Production ","$1.61","40","6","0","256","0","13","18","0","0","No","False","2","1","6","10","2000"," "," ","False","2","0","10","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","0","4","2","16","1","0","0","No","No","GPIO","0","2","0","-40","125","3","3.6","18/PDIP 18/SOIC 300mil 20/SSOP 208mil"
"dsPIC33FJ06GS101","In Production Consider: dsPIC33FJ06GS101A","$1.96","40","6","0","256","0","13","18","0","0","No","False","0","1","6","10","2000"," "," ","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","0","5","3","16","1","0","0","No","No","GPIO","0","2","0","-40","125","3","3.6","18/SOIC 300mil"
"dsPIC33FJ06GS101A","In Production ","$1.75","40","6","0","256","0","13","18","0","0","No","False","0","1","6","10","2000"," "," ","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","0","5","2","16","1","0","0","No","No","GPIO","0","2","0","-40","125","3","3.6","18/PDIP 18/SOIC 300mil 20/SSOP 208mil"
"dsPIC33FJ06GS102","In Production Consider: dsPIC33FJ06GS102A","$2.20","40","6","0","256","0","21","28","0","0","No","False","0","1","6","10","2000"," "," ","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","0","5","3","16","1","0","0","No","No","GPIO","0","2","0","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ06GS102A","In Production ","$1.95","40","6","0","256","0","21","28","0","0","No","False","0","1","6","10","2000"," "," ","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","0","5","2","16","1","0","0","No","No","GPIO","0","2","0","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil 36/VTLA"
"dsPIC33FJ06GS202","In Production Consider: dsPIC33FJ06GS202A","$2.38","40","6","0","1028","0","21","28","0","0","No","False","2","1","6","10","2000"," "," ","False","2","1","10","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","1","5","3","16","1","0","0","No","No","GPIO","0","2","0","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ06GS202A","In Production ","$2.06","40","6","0","1024","0","21","28","0","0","No","False","2","1","6","10","2000"," "," ","False","2","1","10","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","1","5","2","16","1","0","0","No","No","GPIO","0","2","0","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil 36/VTLA"
"dsPIC33FJ09GS302","In Production ","$2.17","40","9","0","1024","0","21","28","0","0","No","False","2","1","8","10","2000"," "," ","False","2","1","10","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","1","7","3","16","1","0","0","No","No","GPIO","0","2","0","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil 28/UQFN 36/VTLA"
"dsPIC33FJ128GP202","In Production ","$3.44","40","128","0","8192","0","21","28","No","8","No","False","2","1","10","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","4","2","16","25","0","0","No","No","PMP","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ128GP204","In Production ","$3.58","40","128","0","8192","0","35","44","No","8","No","False","2","1","13","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","4","2","16","25","0","0","No","No","PMP","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33FJ128GP206A","In Production ","$3.63","40","128","0","8192","0","53","64","No","8","No","False","0","1","18","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","0","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ128GP306A","In Production ","$3.79","40","128","0","16384","0","53","64","No","8","No","False","0","1","18","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","0","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ128GP310A","In Production ","$4.26","40","128","0","16384","0","85","100","No","8","No","False","0","1","32","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","0","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","125","3","3.6","100/TQFP"
"dsPIC33FJ128GP706A","In Production ","$4.40","40","128","0","16384","0","53","64","No","8","No","False","0","2","18","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","2","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","150","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ128GP708A","In Production ","$4.69","40","128","0","16384","0","69","80","No","8","No","False","0","2","24","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","2","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","125","3","3.6","80/TQFP"
"dsPIC33FJ128GP710A","In Production ","$4.86","40","128","0","16384","0","85","100","No","8","No","False","0","2","32","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","2","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","150","3","3.6","100/TQFP"
"dsPIC33FJ128GP802","In Production ","$3.72","40","128","0","16384","0","21","28","No","8","No","False","2","1","10","12","500","10","1100","False","2","2","16","0","No","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","4","2","16","25","0","0","No","No","PMP","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ128GP804","In Production ","$3.96","40","128","0","16384","0","35","44","No","8","No","False","2","1","13","12","500","10","1100","False","2","2","16","0","No","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","4","2","16","25","0","0","No","No","PMP","0","5","2","-40","150","3","3.6","44/QFN 44/TQFP"
"dsPIC33FJ128MC202","In Production ","$3.57","40","128","0","8192","0","21","28","No","8","No","False","2","1","6","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","12","2","16","12","2","0","No","No","PMP","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ128MC204","In Production ","$3.68","40","128","0","8192","0","35","44","No","8","No","False","2","1","9","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","12","2","16","12","2","0","No","No","PMP","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33FJ128MC506A","In Production ","$4.10","40","128","0","8192","0","53","64","No","8","No","False","0","1","16","12","500","10","1100","False","0","0","0","0","No","2","2","2","0","0","False","No","0","1","Yes","Yes","8","16","2","16","12","1","0","No","No","GPIO","0","9","4","-40","150","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ128MC510A","In Production ","$4.59","40","128","0","8192","0","85","100","No","8","No","False","0","1","24","12","500","10","1100","False","0","0","0","0","No","2","2","2","0","0","False","No","0","1","Yes","Yes","8","16","2","16","12","1","0","No","No","GPIO","0","9","4","-40","125","3","3.6","100/TQFP"
"dsPIC33FJ128MC706A","In Production ","$4.49","40","128","0","16384","0","53","64","No","8","No","False","0","2","16","12","500","10","1100","False","0","0","0","0","No","2","2","2","0","0","False","No","0","1","Yes","Yes","8","16","2","16","12","1","0","No","No","GPIO","0","9","4","-40","150","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ128MC708A","In Production ","$5.00","40","128","0","16384","0","69","80","No","8","No","False","0","2","18","12","500","10","1100","False","0","0","0","0","No","2","2","2","0","0","False","No","0","2","Yes","Yes","8","16","2","16","12","1","0","No","No","GPIO","0","9","4","-40","125","3","3.6","80/TQFP"
"dsPIC33FJ128MC710A","In Production ","$5.18","40","128","0","16384","0","85","100","No","8","No","False","0","2","24","12","500","10","1100","False","0","0","0","0","No","2","2","2","0","0","False","No","0","2","Yes","Yes","8","16","2","16","12","1","0","No","No","GPIO","0","9","4","-40","150","3","3.6","100/TQFP"
"dsPIC33FJ128MC802","In Production ","$3.82","40","128","0","16384","0","21","28","No","8","No","False","2","1","6","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","12","2","16","12","2","0","No","No","PMP","0","5","2","-40","150","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ128MC804","In Production ","$4.23","40","128","0","16384","0","35","44","No","8","No","False","2","1","9","12","500","10","1100","False","2","2","16","0","No","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","12","2","16","12","2","0","No","No","PMP","0","5","2","-40","150","3","3.6","44/QFN 44/TQFP"
"dsPIC33FJ12GP201","In Production ","$2.09","40","12","0","1024","0","13","20","No","0","No","False","0","1","6","12","500","10","1100","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","4","2","2","16","25","0","0","No","No","GPIO","0","3","1","-40","125","3","3.6","18/PDIP 18/SOIC 300mil"
"dsPIC33FJ12GP202","In Production ","$2.24","40","12","0","1024","0","21","28","No","0","No","False","0","1","10","12","500","10","1100","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","4","2","2","16","25","0","0","No","No","GPIO","0","3","1","-40","125","3","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33FJ12MC201","In Production ","$2.09","40","12","0","1024","0","15","20","No","0","No","False","0","1","4","12","500","10","1100","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","4","10","2","16","12","1","0","No","No","GPIO","0","3","1","-40","125","3","3.6","20/PDIP 20/SOIC 300mil 20/SSOP 208mil"
"dsPIC33FJ12MC202","In Production ","$2.31","40","12","0","1024","0","21","28","No","0","No","False","0","1","6","12","500","10","1100","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","4","10","2","16","12","1","0","No","No","GPIO","0","3","1","-40","125","3","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33FJ16GP101","In Production ","$1.57","16","16","0","1024","0","13","20","Yes","0","No","False","3","1","4","10","1100","0","0","False","1","0","4","0","Yes","1","1","1","0","0","False","Yes","0","0","Yes","Yes","3","2","2","16","62","0","0","No","No","GPIO","0","3","1","-40","125","3","3.6","18/PDIP 18/SOIC 300mil 20/SSOP 208mil"
"dsPIC33FJ16GP102","In Production ","$1.68","16","16","0","1024","0","21","28","Yes","0","No","False","3","1","6","10","1100","0","0","False","1","0","4","0","Yes","1","1","1","0","0","False","Yes","0","0","Yes","Yes","3","2","2","16","62","0","0","No","No","GPIO","0","3","1","-40","125","3","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33FJ16GP304","In Production ","$2.58","40","16","0","2048","0","35","44","No","0","No","False","0","1","13","12","500","10","1100","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","4","2","1","16","25","0","0","No","No","GPIO","0","3","1","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33FJ16GS402","In Production ","$2.52","50","16","0","2048","0","21","28","0","0","No","False","0","1","8","10","2000"," "," ","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","2","8","4","16","1","0","0","No","No","GPIO","0","3","1","-40","150","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ16GS404","In Production ","$2.77","50","16","0","2048","0","35","44","0","0","No","False","0","1","8","10","2000"," "," ","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","2","8","4","16","1","0","0","No","No","GPIO","0","3","1","-40","150","3","3.6","44/QFN 44/TQFP 44/VTLA"
"dsPIC33FJ16GS502","In Production ","$3.04","50","16","0","2048","0","21","28","0","0","No","False","4","2","8","10","4000","10","4000","False","4","1","10","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","2","10","5","16","1","0","0","No","No","GPIO","0","3","1","-40","150","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/UQFN"
"dsPIC33FJ16GS504","In Production ","$3.42","50","16","0","2048","0","35","44","0","0","No","False","4","2","12","10","4000","10","4000","False","4","1","10","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","2","10","5","16","1","0","0","No","No","GPIO","0","3","1","-40","150","3","3.6","44/QFN 44/TQFP 44/VTLA"
"dsPIC33FJ16MC101","In Production ","$1.57","16","16","0","1024","0","15","20","Yes","0","No","False","3","1","4","10","1100","0","0","False","1","0","4","0","Yes","1","1","1","0","0","False","Yes","0","0","Yes","Yes","3","8","2","16","31","0","0","No","No","GPIO","0","3","1","-40","125","3","3.6","20/PDIP 20/SOIC 300mil 20/SSOP 208mil"
"dsPIC33FJ16MC102","In Production ","$1.68","16","16","0","1024","0","21","28","Yes","0","No","False","3","1","6","10","1100","0","0","False","1","0","4","0","Yes","1","1","1","0","0","False","Yes","0","0","Yes","Yes","3","8","2","16","31","0","0","No","No","GPIO","0","3","1","-40","125","3","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33FJ16MC304","In Production ","$2.65","40","16","0","2048","0","35","44","No","0","No","False","0","1","9","12","500","10","1100","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","1","0","No","No","GPIO","0","3","1","-40","150","3","3.6","44/QFN 44/TQFP"
"dsPIC33FJ256GP506A","In Production ","$4.20","40","256","0","16384","0","53","64","No","8","No","False","0","1","18","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","1","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","125","3","3.6","48/CSP 64/QFN 64/TQFP"
"dsPIC33FJ256GP510A","In Production ","$4.66","40","256","0","16384","0","85","100","No","8","No","False","0","1","32","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","1","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","150","3","3.6","100/TQFP"
"dsPIC33FJ256GP710A","In Production ","$5.32","40","256","0","30720","0","85","100","No","8","No","False","0","2","32","12","500","10","1100","False","0","0","0","0","No","2","2","2","1","0","False","No","0","2","Yes","Yes","8","8","2","16","25","0","0","No","No","GPIO","0","9","4","-40","150","3","3.6","100/TQFP"
"dsPIC33FJ256MC510A","In Production ","$4.97","40","256","0","16384","0","85","100","No","8","No","False","0","1","24","12","500","10","1100","False","0","0","0","0","No","2","2","2","0","0","False","No","0","1","Yes","Yes","8","16","2","16","12","1","0","No","No","GPIO","0","9","4","-40","125","3","3.6","100/TQFP"
"dsPIC33FJ256MC710A","In Production ","$5.67","40","256","0","30720","0","85","100","No","8","No","False","0","2","24","12","500","10","1100","False","0","0","0","0","No","2","2","2","0","0","False","No","0","2","Yes","Yes","8","16","2","16","12","1","0","No","No","GPIO","0","9","4","-40","150","3","3.6","100/TQFP"
"dsPIC33FJ32GP101","In Production ","$1.68","16","32","0","2048","0","13","20","1","0","No","False","3","1","6","10","1100"," "," ","False","1","0","4","0","Yes","1","1","1","0","0","False","Yes","0","0","Yes","Yes","3","2","2","16","62","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","18/PDIP 18/SOIC 300mil 20/SSOP 208mil"
"dsPIC33FJ32GP102","In Production ","$1.76","16","32","0","2048","0","21","28","1","0","No","False","3","1","8","10","1100"," "," ","False","1","0","4","0","Yes","1","1","1","0","0","False","Yes","0","0","Yes","Yes","3","2","2","16","62","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil 36/VTLA"
"dsPIC33FJ32GP104","In Production ","$2.02","16","32","0","2048","0","35","44","1","0","No","False","3","1","14","10","1100"," "," ","False","1","0","4","0","Yes","1","1","1","0","0","False","Yes","0","0","Yes","Yes","3","2","2","16","62","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA"
"dsPIC33FJ32GP202","In Production ","$2.53","40","32","0","2048","0","21","28","No","0","No","False","0","1","10","12","500","10","1100","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","4","2","1","16","25","0","0","No","No","GPIO","0","3","1","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33FJ32GP204","In Production ","$2.66","40","32","0","2048","0","35","44","No","0","No","False","0","1","13","12","500","10","1100","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","4","2","1","16","25","0","0","No","No","GPIO","0","3","1","-40","150","3","3.6","44/QFN 44/TQFP"
"dsPIC33FJ32GP302","In Production ","$2.76","40","32","0","4096","0","21","28","No","8","No","False","2","1","10","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","4","2","16","25","0","0","No","No","PMP","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33FJ32GP304","In Production ","$3.01","40","32","0","4096","0","35","44","No","8","No","False","2","1","13","12","500","10","1100","False","1","0","4","0","No","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","4","2","16","25","0","0","No","No","PMP","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33FJ32MC101","In Production ","$1.68","16","32","0","2048","0","15","20","No","0","No","False","3","1","4","10","1100","0","0","False","1","0","4","0","Yes","1","1","1","0","0","False","Yes","0","0","Yes","Yes","3","8","2","16","12","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","20/PDIP 20/SOIC 300mil 20/SSOP 208mil"
"dsPIC33FJ32MC102","In Production ","$1.76","16","32","0","2048","0","21","28","No","0","No","False","3","1","8","10","1100","0","0","False","1","0","4","0","Yes","1","1","1","0","0","False","Yes","0","0","Yes","Yes","3","8","2","16","12","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil 36/VTLA"
"dsPIC33FJ32MC104","In Production ","$2.02","16","32","0","2048","0","35","44","No","0","No","False","3","1","14","10","1100","0","0","False","1","0","4","0","Yes","1","1","1","0","0","False","Yes","0","0","Yes","Yes","3","8","2","16","12","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA"
"dsPIC33FJ32MC202","In Production ","$2.60","40","32","0","2048","0","21","28","No","0","No","False","0","1","6","12","500","10","1100","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","1","0","No","No","GPIO","0","3","1","-40","150","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33FJ32MC204","In Production ","$2.76","40","32","0","2048","0","35","44","No","0","No","False","0","1","9","12","500","10","1100","False","0","0","0","0","No","1","1","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","1","0","No","No","GPIO","0","3","1","-40","150","3","3.6","44/QFN 44/TQFP"
